,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Team,H/A/N,Conference,Opponent,Opponent Conference,Date,Location,Attendance,Non Conference Game,Neutral Site Game,Road Game,Top 25 Opponent,March Madness Opponent,NCON MM,Mid Major Opponent,Opponent Wins,Opponent Losses,Opponent Win Percentage,Opponent Won More than 20,Opponent Lost more than 15,Record Differential,Record Differential Squared,Win Differential Squared,SM,Line,(SM+Line)^2,(SM+Line+10)^2,Cover Spread,Largest Lead,Largest Deficit,Volatility,Lost as Favorite,Won as Underdog,Tournament Caliber Game ,Win Game within 8,Under .500 Opp min 5 games,15+ Win Within .150 WD min 5g,No double digit lead,Above 5 and below 15 leads,Beat line by double digits,Won by 20 against over .500 team,Within 10 line,Line over 20,Over/Under Line,Total Points,Player Points given up,Opp Coach Value,Opp Historical Value,Standard Point,Game Coding,Potential Game Coding Next Season,Personal Score Thought,"THINK ABOUT ON THE ROAD FAVORITES, within 10 line, 20+ line, power conference vs power conference, actually name the conference for opponent, road x conference, add attendance back,  ranked opponents, top 5, top 10, (sm+line+10)^2 vs ranked, lead/deficit both within 15, both l/d between 7-15, wins by top 25 opponent, actively in bracketology?, power non conference road game, add opponent coach rating",SOS Median,SOS Min,SOS Max,SOS STDEV,SOS SUM
Team:,,,,,,,,,,,,,,,Average:,Average:,,,,,,,Average:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Median:,Minimum:,Maximum:,STDEV:,Sum:
,Idaho St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Illinois,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.350260740369,106.350260740369,106.350260740369,–,106.350260740369
,Illinois,HOME,Big Ten,Jackson St.,SWAC,"November 3, 2025","Champaign, IL",14511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58,-28.5,870.25,1560.25,1,58,0,0,0,0,0,0,0,1,0,0,1,0,0,1,157.5,168,0,92.9796740369462,72.011,1,112,21112,15,,106.350260740369,106.350260740369,106.350260740369,106.350260740369,106.350260740369
Illinois Chicago,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Illinois Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Illinois St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Illinois St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Incarnate Word,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Incarnate Word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Indiana,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Indiana St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Indiana St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Iona,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Iona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Iowa,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Iowa St.,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.84008705392352,-7.84008705392352,-7.84008705392352,–,-7.84008705392352
,Iowa St.,HOME,Big 12,Fairleigh Dickinson,NEC,"November 3, 2025","Ames, IA",13332,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,-37.5,0.25,110.25,1,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,147.5,138,0,75.6434946076485,49.599,1,112,21112,15,,-7.84008705392352,-7.84008705392352,-7.84008705392352,-7.84008705392352,-7.84008705392352
IU Indy,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.52221574,88.52221574,88.52221574,–,88.52221574
,IU Indy,AWAY,Horizon,Ohio St.,Big Ten,"November 3, 2025","Columbus, OH",8141,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-16,33.5,306.25,756.25,1,2,22,44,0,0,0,0,0,0,0,0,1,0,0,1,172.5,220,0,5.822274,2.264,1,211,21211,15,,88.52221574,88.52221574,88.52221574,88.52221574,88.52221574
Jackson St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49.6429675328447,-49.6429675328447,-49.6429675328447,–,-49.6429675328447
,Jackson St.,AWAY,SWAC,Illinois,Big Ten,"November 3, 2025","Champaign, IL",14511,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-58,28.5,-870.25,-380.25,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,157.5,168,0,-3.13355328446667,13.863,1,221,22221,5,,-49.6429675328447,-49.6429675328447,-49.6429675328447,-49.6429675328447,-49.6429675328447
Jacksonville,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Jacksonville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Jacksonville St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Jacksonville St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
James Madison,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Kansas,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6130651860944,25.6130651860944,25.6130651860944,–,25.6130651860944
,Kansas,HOME,Big 12,Green Bay,Horizon,"November 3, 2025","Lawrence, KS",15300,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,-30.5,156.25,506.25,1,43,1,43,0,0,0,0,0,1,0,0,1,0,0,1,152.5,145,0,264.41211860944,52.187,1,112,21112,15,,25.6130651860944,25.6130651860944,25.6130651860944,25.6130651860944,25.6130651860944
Kansas St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Kansas St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Kennesaw St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Kennesaw St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Kent St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Kent St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Kentucky,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
La Salle,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,La Salle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Lafayette,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Lafayette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Lamar,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Lamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Le Moyne,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Le Moyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Lehigh,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.331480514431,109.331480514431,109.331480514431,–,109.331480514431
,Lehigh,AWAY,Patriot,Houston,Big 12,"November 3, 2025","Houston, TX",7035,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,-18,36.5,342.25,812.25,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,1,136.5,132,0,-0.655648556865368,10.886,1,222,22222,35,,109.331480514431,109.331480514431,109.331480514431,109.331480514431,109.331480514431
Liberty,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Lindenwood,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Lindenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Lipscomb,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Lipscomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Little Rock,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Little Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
LIU,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,LIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Long Beach St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Long Beach St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Longwood,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Longwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Louisiana,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Louisiana Monroe,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Louisiana Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Louisiana Tech,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Louisville,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9901879674831,68.9901879674831,68.9901879674831,–,68.9901879674831
,Louisville,HOME,ACC,South Carolina St.,MEAC,"November 3, 2025","Louisville, KY",14218,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,-35.5,552.25,1122.25,1,67,0,0,0,0,0,0,0,1,0,0,1,0,0,1,159.5,149,0,93.7408967483077,2.453,1,112,21112,50,,68.9901879674831,68.9901879674831,68.9901879674831,68.9901879674831,68.9901879674831
Loyola Chicago,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Loyola Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Loyola Marymount,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Loyola Marymount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Loyola MD,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Loyola MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
LSU,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,LSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Maine,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Manhattan,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Marist,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Marist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Marquette,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.40534027275963,-4.40534027275963,-4.40534027275963,–,-4.40534027275963
,Marquette,HOME,Big East,Albany,American East,"November 3, 2025","Milwaukee, WI","13,168",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,-24.5,6.25,156.25,1,31,2,62,0,0,0,0,0,1,0,0,0,0,0,1,149.5,133,0,89.3922727240375,44.645,1,112,21112,30,,-4.40534027275963,-4.40534027275963,-4.40534027275963,-4.40534027275963,-4.40534027275963
Marshall,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.620309021242,41.620309021242,41.620309021242,–,41.620309021242
,Marshall,AWAY,Sun Belt,Massachusetts,MAC,"November 3, 2025","Amherst, MA",2256,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,4.5,110.25,420.25,1,13,4,52,0,1,0,1,0,0,0,0,1,0,1,0,152.5,150,0,26.9055021242,14.159,1,212,21212,15,,41.620309021242,41.620309021242,41.620309021242,41.620309021242,41.620309021242
Maryland,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.4288416236515,-27.4288416236515,-27.4288416236515,–,-27.4288416236515
,Maryland,AWAY,Big Ten,Coppin St.,MEAC,"November 3, 2025","Baltimore, MD",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,-28.5,-42.25,12.25,0,30,2,60,0,0,0,0,0,1,0,0,0,0,0,1,139.5,144,0,69.1989376348476,42.409,1,212,21212,10,,-27.4288416236515,-27.4288416236515,-27.4288416236515,-27.4288416236515,-27.4288416236515
Maryland Eastern Shore,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Maryland Eastern Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Massachusetts,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.4633634195212,-22.4633634195212,-22.4633634195212,–,-22.4633634195212
,Massachusetts,HOME,MAC,Marshall,Sun Belt,"November 3, 2025","Amherst, MA",2256,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6,-4.5,-110.25,-0.25,0,4,13,52,1,0,0,0,0,0,0,0,0,0,1,0,152.5,150,0,35.1975580478779,8.526,1,112,21112,10,,-22.4633634195212,-22.4633634195212,-22.4633634195212,-22.4633634195212,-22.4633634195212
McNeese St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,McNeese St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Memphis,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mercer,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.278072127604,73.278072127604,73.278072127604,–,73.278072127604
,Mercer,AWAY,Southern,Tennessee,SEC,"November 3, 2025","Knoxville, TN",18559,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-15,28.5,182.25,552.25,1,4,23,92,0,0,0,0,0,0,0,0,1,0,0,1,143.5,137,0,18.3332127604,12.347,1,221,22221,20,,73.278072127604,73.278072127604,73.278072127604,73.278072127604,73.278072127604
Mercyhurst,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Mercyhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Merrimack,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Merrimack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Miami FL,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Miami FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Miami OH,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.324205227312,-0.324205227312,-0.324205227312,–,-0.324205227312
,Miami OH,HOME,MAC,Old Dominion,Sun Belt,"November 3, 2025","Oxford, OH",2131,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,-6.5,72.25,342.25,1,19,14,266,0,0,0,0,0,1,0,0,1,0,1,0,151.5,159,0,38.6849772688,15.433,1,112,21112,10,,-0.324205227312,-0.324205227312,-0.324205227312,-0.324205227312,-0.324205227312
Michigan,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1385983201043,52.1385983201043,52.1385983201043,–,52.1385983201043
,Michigan,HOME,Big Ten,Oakland,Horizon,"November 3, 2025","Ann Arbor, MI",—,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43,-24.5,342.25,812.25,1,46,0,0,0,0,0,0,0,1,0,0,1,0,0,1,156.5,199,0,95.3892320104286,58.895,1,112,21112,30,,52.1385983201043,52.1385983201043,52.1385983201043,52.1385983201043,52.1385983201043
Michigan St.,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3501762485864,-21.3501762485864,-21.3501762485864,–,-21.3501762485864
,Michigan St.,HOME,Big Ten,Colgate,Patriot,"November 3, 2025","East Lansing, MI",14797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,-22.5,-132.25,-2.25,0,15,3,45,0,0,0,0,0,0,0,0,0,0,0,1,144.5,149,0,213.130975141362,84.604,1,112,21112,15,,-21.3501762485864,-21.3501762485864,-21.3501762485864,-21.3501762485864,-21.3501762485864
Middle Tennessee,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Middle Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Milwaukee,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Minnesota,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mississippi,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mississippi St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Mississippi St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Mississippi Valley St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Mississippi Valley St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Missouri,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.332966345966,-6.332966345966,-6.332966345966,–,-6.332966345966
,Missouri,AWAY,SEC,Howard,MEAC,"November 3, 2025","Washington, DC",2312,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21,-20.5,0.25,110.25,1,21,2,42,0,0,0,0,0,1,0,0,0,0,0,1,158.5,155,0,41.6240654034,25.617,1,212,21212,15,,-6.332966345966,-6.332966345966,-6.332966345966,-6.332966345966,-6.332966345966
Missouri St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Missouri St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Monmouth,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Monmouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Montana,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Montana St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Montana St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Morehead St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Morehead St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Morgan St.,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7568699915664,37.7568699915664,37.7568699915664,–,37.7568699915664
,Morgan St.,AWAY,MEAC,Georgetown,Big East,"November 3, 2025","Washington, DC",4208,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-17,27.5,110.25,420.25,1,6,29,174,0,0,0,0,0,0,0,0,1,0,0,1,154.5,157,0,3.30599915664444,11.221,1,211,21211,15,,37.7568699915664,37.7568699915664,37.7568699915664,37.7568699915664,37.7568699915664
Mount St. Mary's,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Mount St. Mary's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Murray St.,,,,,,,,,,,,,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2578536119,-1.2578536119,-1.2578536119,–,-1.2578536119
,Murray St.,NEUTRAL,Missouri Valley,Nebraska Omaha,Summit,"November 3, 2025","Sioux Falls, SD",1013,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,8,-5.5,6.25,156.25,1,18,7,126,0,0,0,1,0,0,0,0,0,0,1,0,153.5,162,0,3.71243881,17.846,1,312,22312,40,,-1.2578536119,-1.2578536119,-1.2578536119,-1.2578536119,-1.2578536119
N.C. State,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,N.C. State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Navy,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Nebraska,,,,,,,,,,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,–,0
